id	lemma	pure	translit	full_definition
H3350	יְקוֹד	יקוד	yᵉqôwd	1) a burning exegesis:from יָקַד H3344 ; explanation: a burning translation:burning.
H3351	יְקוּם	יקום	yᵉqûwm	[G:references: G5287] 1) living substance, that which stands or exists, existence, substance exegesis:from קוּם H6965 ; explanation:properly, standing (extant), i.e. by implication, a living thing translation:(living) substance.
H3352	יָקוֹשׁ	יקוש	yâqôwsh	1) fowler, bait-layer exegesis:from יָקֹשׁ H3369 ; explanation:properly, entangling ; hence, a snarer translation:fowler.
H3353	יָקוּשׁ	יקוש	yâqûwsh	1) fowler, trapper, bait-layer exegesis:passive participle of יָקֹשׁ H3369 ; explanation:properly, entangled , i.e. by implication (intransitively) a snare , or (transitive) a snarer translation:fowler, snare.
H3354	יְקוּתִיאֵל	יקותיאל	Yᵉqûwthîyʼêl	Jekuthiel = "cleansing of God" 1) a descendant of Caleb of the tribe of Judah exegesis:from the same as יָקֶה H3348 and אֵל H410 ; obedience of God; explanation: Jekuthiel , an Israelite translation:Jekuthiel.
H3355	יׇקְטָן	יקטן	Yoqṭân	Joktan = "smallness" 1) son of Eber and descendant of Shem and patriarch of various Arabian tribes exegesis:from קָטֹן H6994 ; he will be made little; explanation: Joktan , an Arabian patriarch translation:Joktan.
H3356	יָקִים	יקים	Yâqîym	Jakim = "He will raise" 1) a Benjamite and descendant of Shimhi 2) a Levite priest in charge of the 12th course in the time of David exegesis:from קוּם H6965 ; he will raise; explanation: Jakim , the name of two Israelites translation:Jakim. Compare יְהוֹיָקִים H3079 .
H3357	יַקִּיר	יקיר	yaqqîyr	1) rare, very precious, honour, dear exegesis:from יָקַר H3365 ; explanation: precious translation:dear.
H3358	יַקִּיר	יקיר	yaqqîyr	[G:references: G27,G926] 1) rare, noble, famous, difficult 1a) honourable 1b) difficult (meton) exegesis:(Aramaic) corresponding to יַקִּיר H3357 explanation:{ precious } translation:noble, rare.
H3359	יְקַמְיָה	יקמיה	Yᵉqamyâh	Jecamiah or Jekamiah = "Jehovah raises" 1) a descendant of Judah, son of Shallum in the line of Ahlai 2) a descendant of David and one of the seven introduced into the royal line on the failure of it in the person of Jehoiachin exegesis:from קוּם H6965 and יָהּ H3050 ; Jah will rise; explanation: Jekamjah , the name of two Israelites translation:Jekamiah. Compare יְהוֹיָקִים H3079 .
H3360	יְקַמְעָם	יקמעם	Yᵉqamʻâm	Jekameam = "let the people rise" 1) a Levite, the 4th son of Hebron and grandson of Kohath in the time of David exegesis:from קוּם H6965 and עַם H5971 ; (the) people will rise; explanation: Jekamam , an Israelite translation:Jekameam. Compare יְהוֹיָקִים H3079 , יׇקְמְעָם H3361 .
H3361	יׇקְמְעָם	יקמעם	Yoqmᵉʻâm	Jokmeam = "gathered by the people" 1) a city of refuge in Ephraim given to the Kohathite Levites exegesis:from קוּם H6965 and עַם H5971 ; (the) people will be raised; explanation: Jokmeam , a place in Palestine translation:Jokmeam. Compare יְקַמְעָם H3360 , יׇקְנְעָם H3362 .
H3362	יׇקְנְעָם	יקנעם	Yoqnᵉʻâm	Jokneam = "the people lament" 1) a city of Canaan conquered by Joshua and in the territory of Zebulun but allotted to the Merarite Levites and located Mount Carmel exegesis:from קוּן H6969 and עַם H5971 ; (the) people will be lamented; explanation: Jokneam , a place in Palestine translation:Jokneam.
H3363	יָקַע	יקע	yâqaʻ	[G:references: G868,G3856] 1) to be dislocated, be alienated 1a) (Qal) to be dislocated, be torn away, be alienated 1b) (Hiphil) 1b1) to execute slowly (by exposure or impalation) 1b2) to hang 1c) (Hophal) to be executed exegesis:a primitive root; explanation:properly, to sever oneself , i.e. (by implication) to be dislocated ; figuratively, to abandon ; causatively, to impale (and thus allow to drop to pieces by rotting) translation:be alienated, depart, hang (up), be out of joint.
H3364	יָקַץ	יקץ	yâqats	[G:references: G1594,G1594,G1817,G1825,G1825,G1852,G3722,G4337] 1) (Qal) to awake, awaken, become active exegesis:a primitive root; explanation: to awake (intransitive) translation:(be) awake(-d).
H3365	יָקַר	יקר	yâqar	[G:references: G1381,G1521,G1784,G5091] 1) to esteem, be prized, be valuable, be precious, be costly, be appraised 1a) (Qal) 1a1) to be precious, be highly valued, be esteemed, be costly 1a2) to be appraised 1b) (Hiphil) to make something precious exegesis:a primitive root; explanation:properly, apparently, to be heavy , i.e. (figuratively) valuable ; causatively, to make rare (figuratively, to inhibit) translation:be (make) precious, be prized, be set by, withdraw.
H3366	יְקָר	יקר	yᵉqâr	[G:references: G1383,G1384,G1391,G1392,G5092] 1) price, value, preciousness, honour, splendour, pomp 1a) preciousness 1b) price 1c) honour, esteem exegesis:from יָקַר H3365 ; explanation: value , i.e. (concretely) wealth ; abstractly, costliness , dignity translation:honour, precious (things), price.
H3367	יְקָר	יקר	yᵉqâr	1) honour, esteem exegesis:(Aramaic) corresponding to יְקָר H3366 explanation:{ value , i.e. (concretely) wealth ; abstractly, costliness , dignity } translation:glory, honour.
H3368	יָקָר	יקר	yâqâr	[G:references: G1588,G4185,G5093,G5543] 1) valuable, prized, weighty, precious, rare, splendid 1a) precious 1a1) costly 1a2) precious, highly valued 1a3) precious stones or jewels 1b) rare 1c) glorious, splendid 1d) weighty, influential exegesis:from יָקַר H3365 ; explanation: valuable (objectively or subjectively) translation:brightness, clear, costly, excellent, fat, honourable women, precious, reputation.
H3369	יָקֹשׁ	יקש	yâqôsh	[G:references: G1448,G2007,G2340,G2793,G3802,G3803,G4417,G4921] 1) to lure, entice, snare, lay a snare or lure, set a trap 1a) (Qal) 1a1) to lay snares (fig. of devices of wicked) 1a2) fowlers (participle) 1b) (Niphal) to be ensnared, be caught by a bait 1c) (Pual) to be entrapped exegesis:a primitive root; explanation: to ensnare (literally or figuratively) translation:fowler (lay a) snare.
H3370	יׇקְשָׁן	יקשן	Yoqshân	Jokshan = "snarer" 1) a son of Abraham by Keturah and father of Sheba and Dedan exegesis:from יָקֹשׁ H3369 ; insidious; explanation: Jokshan , an Arabian patriarch translation:Jokshan.
H3371	יׇקְתְאֵל	יקתאל	Yoqthᵉʼêl	Joktheel = "the blessedness of God" 1) a city in the low country of Judah named next to Lachish 2) the name given to the cliff which was the stronghold of Edom by king Amaziah after capturing it; also called 'Selah' and 'Petra' exegesis:probably from the same as יָקֶה H3348 and אֵל H410 ; veneration of God (compare יְקוּתִיאֵל H3354 ); explanation: Joktheel , the name of a place in Palestine, and of one in Idumaea translation:Joktheel.
H3372	יָרֵא	ירא	yârêʼ	[G:references: G1169,G1741,G1839,G2014,G2015,G2016,G2125,G2127,G2293,G2298,G2900,G3173,G4422,G4576,G5398,G5399,G5399,G5431,G5467] 1) to fear, revere, be afraid 1a) (Qal) 1a1) to fear, be afraid 1a2) to stand in awe of, be awed 1a3) to fear, reverence, honour, respect 1b) (Niphal) 1b1) to be fearful, be dreadful, be feared 1b2) to cause astonishment and awe, be held in awe 1b3) to inspire reverence or godly fear or awe 1c) (Piel) to make afraid, terrify 2) (TWOT) to shoot, pour exegesis:a primitive root; explanation: to fear ; morally, to revere ; caus . to frighten translation:affright, be (make) afraid, dread(-ful), (put in) fear(-ful, -fully, -ing), (be had in) reverence(-end), [idiom] see, terrible (act, -ness, thing).
H3373	יָרֵא	ירא	yârêʼ	1) fearing, reverent, afraid exegesis:from יָרֵא H3372 ; explanation: fearing ; morally, reverent translation:afraid, fear (-ful).
H3374	יִרְאָה	יראה	yirʼâh	[G:references: G1984,G2150,G5401] 1) fear, terror, fearing 1a) fear, terror 1b) awesome or terrifying thing (object causing fear) 1c) fear (of God), respect, reverence, piety 1d) revered exegesis:feminine of יָרֵא H3373 ; explanation: fear (also used as infinitive); morally, reverence translation:[idiom] dreadful, [idiom] exceedingly, fear(-fulness).
H3375	יִרְאוֹן	יראון	Yirʼôwn	x-typo:xlit Yirôwn corrected to Iron = "fearing" 1) a city of Naphtali; site unknown exegesis:from יָרֵא H3372 ; fearfulness; explanation: Jiron , a place in Palestine translation:Iron.
H3376	יִרְאִיָּיה	ירא ייה	Yirʼîyâyh	Irijah = "Jehovah sees me" 1) son of Shelemiah, a captain of the guard who arrested Jeremiah exegesis:from יָרֵא H3373 and יָהּ H3050 ; fearful of Jah; explanation: Jirijah , an Israelite translation:Irijah.
H3377	יָרֵב	ירב	Yârêb	Jareb = "contender" 1) an epithet given to the king of Assyria exegesis:from רִיב H7378 ; he will contend; explanation: Jareb , a symbolical name for Assyria translation:Jareb. Compare יָרִיב H3402 .
H3378	יְרֻבַּעַל	ירבעל	Yᵉrubbaʻal	Jerubbaal = "let Baal contend" 1) name given to Gideon by his father when he destroyed the altar of Baal exegesis:from רִיב H7378 and בַּעַל H1168 ; Baal will contend; explanation: Jerubbaal , a symbolic name of Gideon translation:Jerubbaal.
H3379	יָרׇבְעָם	ירבעם	Yârobʻâm	Jeroboam = "the people will contend" 1) the first king of the northern kingdom of Israel when the kingdom split at the death of Solomon and the 10 tribes split off from Judah and Benjamin and the kingdom under Solomon's son Rehoboam; idolatry was introduced at the beginning of his reign 2) the 8th king of the northern kingdom of Israel, son of Joash, and 4th in the dynasty of Jehu; during his reign the Syrian invaders were repelled and the kingdom restored to its former borders but the idolatry of the kingdom was maintained exegesis:from רִיב H7378 and עַם H5971 ; (the) people will contend; explanation: Jarobam , the name of two Israelite kings translation:Jeroboam.
H3380	יְרֻבֶּשֶׁת	ירבשת	Yᵉrubbesheth	Jerubbesheth = "shame will contend" 1) a variant name of Jerubbaal (the other name of Gideon [ H03378]) substituting the word 'shame' for the name of the pagan god 'Baal' exegesis:from רִיב H7378 and בֹּשֶׁת H1322 ; shame (i.e. the idol) will contend; explanation: Jerubbesheth , a symbolic name for Gideon translation:Jerubbesheth.
H3381	יָרַד	ירד	yârad	[G:references: G71,G305,G307,G399,G649,G851,G1026,G1224,G1325,G1330,G1525,G1531,G1578,G1684,G1892,G1913,G2064,G2507,G2597,G2601,G2609,G2702,G2827,G3811,G3860,G4098,G4198,G4260,G5342] 1) to go down, descend, decline, march down, sink down 1a) (Qal) 1a1) to go or come down 1a2) to sink 1a3) to be prostrated 1a4) to come down (of revelation) 1b) (Hiphil) 1b1) to bring down 1b2) to send down 1b3) to take down 1b4) to lay prostrate 1b5) to let down 1c) (Hophal) 1c1) to be brought down 1c2) to be taken down exegesis:a primitive root; explanation: to descend (literally, to go downwards; or conventionally to a lower region, as the shore, a boundary, the enemy, etc.; or figuratively, to fall); causatively, to bring down (in all the above applications) translation:[idiom] abundantly, bring down, carry down, cast down, (cause to) come(-ing) down, fall (down), get down, go(-ing) down(-ward), hang down, [idiom] indeed, let down, light (down), put down (off), (cause to, let) run down, sink, subdue, take down.
H3382	יֶרֶד	ירד	Yered	[G:references: G2391] Jered or Jared = "descent" 1) son of Mahalaleel and father of Enoch in the 4th generation from Seth 2) a descendant of Judah and father of Gedor exegesis:from יָרַד H3381 ; a descent; explanation: Jered , the name of an antediluvian, and of an Israelite translation:Jared.
H3383	יַרְדֵּן	ירדן	Yardên	[G:references: G2446] Jordan = "descender" 1) the river of Palestine running from the roots of Anti-Lebanon to the Dead Sea a distance of approx 200 miles (320 km) exegesis:from יָרַד H3381 ; a descender; explanation: Jarden , the principal river of Palestine translation:Jordan.
H3384	יָרָה	ירה	yârâh	[G:references: G312,G611,G906,G1002,G1080,G1166,G1213,G1321,G1413,G1627,G1834,G2233,G2700,G3549,G3811,G4261,G4264,G4406,G5263,G5419,G5461] 1) to throw, shoot, cast, pour 1a) (Qal) 1a1) to throw, cast 1a2) to cast, lay, set 1a3) to shoot arrows 1a4) to throw water, rain 1b) (Niphal) to be shot 1c) (Hiphil) 1c1) to throw, cast 1c2) to shoot 1c3) to point out, show 1c4) to direct, teach, instruct 1c5) to throw water, rain exegesis:or (2 Chronicles 26:15) יָרָא H ; a primitive root; explanation:properly, to flow as water (i.e. to rain); transitively, to lay or throw (especially an arrow, i.e. to shoot); figuratively, to point out (as if by aiming the finger), to teach translation:([phrase]) archer, cast, direct, inform, instruct, lay, shew, shoot, teach(-er,-ing), through.
H3385	יְרוּאֵל	ירואל	Yᵉrûwʼêl	Jeruel = "taught by God" 1) a place in the wilderness of southern Judah exegesis:from יָרָה H3384 and אֵל H410 ; founded of God; explanation: Jeruel , a place in Palestine translation:Jeruel.
H3386	יָרוֹחַ	ירוח	Yârôwach	Jaroah = "new moon" 1) a chief man of the tribe of Gad exegesis:perhaps denominative from יָרֵחַ H3394 ; (born at the) new moon; explanation: Jaroach , an Israelite translation:Jaroah.
H3387	יָרוֹק	ירוק	yârôwq	1) greens, green plants, green thing exegesis:from יָרָק H3417 ; explanation: green , i.e. an herb translation:green thing.
H3388	יְרוּשָׁא	ירושא	Yᵉrûwshâʼ	Jerushah or Jerusha = "dispossessor" 1) the wife of king Uzziah and mother of king Jotham of Judah exegesis:or יְרוּשָׁה H feminine passive participle of יָרַשׁ H3423 ; possessed; explanation: Jerusha or Jerushah , as Israelitess translation:Jerusha, Jerushah.
H3389	יְרוּשָׁלַ͏ִם	ירושלם	Yᵉrûwshâlaim	[G:references: G2414,G2419] Jerusalem = "teaching of peace" 1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split exegesis:rarely יְרוּשָׁלַיִם H ; a dual (in allusion to its two main hills (the true pointing, at least of the former reading, seems to be that of יְרוּשָׁלֵם H3390 )); probably from (the passive participle of) יָרָה H3384 and שָׁלַם H7999 ; founded peaceful; explanation: Jerushalaim or Jerushalem , the capital city of Palestine translation:Jerusalem.
H3390	יְרוּשָׁלֵם	ירושלם	Yᵉrûwshâlêm	[G:references: G2414] Jerusalem = "teaching of peace" 1) the chief city of Palestine and capital of the united kingdom and the nation of Judah after the split exegesis:(Aramaic) corresponding to יְרוּשָׁלַ͏ִם H3389 explanation:{ Jerusalem } translation:{Jerusalem}
H3391	יֶרַח	ירח	yerach	[G:references: G3376] 1) month (lunar cycle), moon 1a) month 1b) calendar month exegesis:from a unused root of uncertain signification; explanation: a lunation , i.e. month translation:month, moon.
H3392	יֶרַח	ירח	Yerach	Jerah = "new moon" 1) a 4th son of Joktan and a progenitor of an Arabian tribe exegesis:the same as יֶרַח H3391 ; explanation: Jerach , an Arabian patriarch translation:Jerah.
H3393	יְרַח	ירח	yᵉrach	1) month exegesis:(Aramaic) corresponding to יֶרַח H3391 ; explanation: a month translation:month.
H3394	יָרֵחַ	ירח	yârêach	[G:references: G4582] 1) moon exegesis:from the same as יֶרַח H3391 ; explanation: the moon translation:moon. Yrechow. See יְרִיחוֹ H3405 .
H3395	יְרֹחָם	ירחם	Yᵉrôchâm	Jeroham = "showing pity" 1) father of Elkanah and grandfather of Samuel of the house of Kohath 2) a Benjamite and the founder of a family of Benjamites 3) father or progenitor of Ibneiah and a Benjamite; maybe same as 2 4) a descendant of Aaron and a priest of the family of Immer; son of Pashur and father of Adaiah 5) another priest; maybe same as 4 6) a resident of Gedor and father of one of David's mighty warriors 7) a Danite whose son or descendant Azareel was head of the tribe in the time of David 8) father of Azariah one of the captains with Jehoiada in the time of Athaliah exegesis:from רָחַם H7355 ; compassionate; explanation: Jerocham , the name of seven or eight Israelites translation:Jeroham.
H3396	יְרַחְמְאֵל	ירחמאל	Yᵉrachmᵉʼêl	Jerahmeel = "may God have pity" 1) the 1st son of Hezron, grandson of Pharez, and great grandson of Judah and the founder of the family of Jerahmeelites 2) officer sent by king Jehoiakim of Judah to arrest Baruch 3) a Merarite Levite the representative of the family of Kish, the son of Mahli exegesis:from רָחַם H7355 and אֵל H410 ; God will compassionate; explanation: Jerachmeel , the name of three Israelites translation:Jerahmeel.
H3397	יְרַחְמְאֵלִי	ירחמאלי	Yᵉrachmᵉʼêlîy	Jerahmeelites = see Jerahmeel "may God have pity" 1) the descendants of Jerahmeel, the great grandson of Judah exegesis:patronymically from יְרַחְמְאֵל H3396 ; explanation: a Jerachmeelite or descendant of Jerachmeel translation:Jerahmeelites.
H3398	יַרְחָע	ירחע	Yarchâʻ	Jarha = "the month of sweeping away" 1) the Egyptian slave of Sheshan, about the time of Eli, to whom his master gave his daughter or heir as wife exegesis:probably of Egyptian origin; explanation: Jarcha , an Egyptian translation:Jarha.
H3399	יָרַט	ירט	yâraṭ	[G:references: G791] 1) to precipitate, be precipitate, push headlong, drive recklessly 1a) (Qal) to precipitate, wring out, be precipitate exegesis:a primitive root; explanation: to precipitate or hurl (rush) headlong ; (intransitively) to be rash translation:be perverse, turn over.
H3400	יְרִיאֵל	יריאל	Yᵉrîyʼêl	Jeriel = "taught by God" 1) one of the 6 heads of the house of Tola of the tribe of Issachar exegesis:from יָרָה H3384 and אֵל H410 ; thrown of God; explanation: Jeriel , an Israelite translation:Jeriel. Compare יְרוּאֵל H3385 .
H3401	יָרִיב	יריב	yârîyb	[G:references: G91] 1) contender, opponent, adversary exegesis:from רִיב H7378 ; explanation:literally he will contend ; properly, adjective , contentious ; used as noun, an adversary translation:that content(-eth), that strive.
H3402	יָרִיב	יריב	Yârîyb	Jarib = "he contends" 1) a son of Simeon 2) one of the chief men of Israel who returned from exile with Ezra 3) son of Jozadak and a priest of the house of Jeshua who married a foreign wife and was compelled by Ezra to put her away exegesis:the same as יָרִיב H3401 ; explanation: Jarib , the name of three Israelites translation:Jarib.
H3403	יְרִיבַי	יריבי	Yᵉrîybay	Jeribai = "my contentions" 1) a descendant of Elnaam and one of David's mighty warriors exegesis:from יָרִיב H3401 ; contentious; explanation: Jeribai , an Israelite translation:Jeribai.
H3404	יְרִיָּה	יריה	Yᵉrîyâh	Jerijah or Jeriah = " taught by Jehovah" 1) a Kohathite Levite and chief of the house of Hebron when David organised the service exegesis:or יְרִיָּהוּ H ; from יָרָה H3384 and יָהּ H3050 ; Jah will throw; explanation: Jerijah , an Israelite translation:Jeriah, Jerijah.
H3405	יְרִיחוֹ	יריחו	Yᵉrîychôw	[G:references: G2410] Jericho = "its moon" 1) a city 5 miles (8 km) west of the Jordan and 7 miles (11.5 km) north of the Dead Sea and the first city conquered by the Israelites upon entering the promised land of Canaan exegesis:or יְרֵחוֹ H ; or variation (1 Kings 16:34) יְרִיחֹה H ; perhaps from יָרֵחַ H3394 ; its month; or else from רוּחַ H7306 ; fragrant; explanation: Jericho or Jerecho , a place in Palestine translation:Jericho.
H3406	יְרִימוֹת	ירימות	Yᵉrîymôwth	Jerimoth or Jeremoth = "He is Most High" 1) a Benjamite, son of Bela and head of a house of Benjamite 2) a Benjamite, son of Becher and head of a house of Benjamite 3) a Benjamite, son of Beriah and grandson of Elpaal 4) a Merarite Levite, son of Mushi 5) one of the men that joined David in the wilderness 6) a Levite, son of Heman and head of the 15th course of musicians 7) a Levite in the reign of Hezekiah 8) a son of Azriel, ruler of the tribe of Naphtali in the reign of David 9) a son of king David and the father of the wife of Rehoboam 10) a son of Elam, a man with a foreign wife in the time of Ezra 11) a son of Zattu, a man with a foreign wife in the time of Ezra exegesis:or יְרֵימוֹת H ; or יְרֵמוֹת H ; feminine plural from רוּם H7311 ; elevations; explanation: Jerimoth or Jeremoth , the name of twelve Israelites translation:Jermoth, Jerimoth, and Ramoth (from the margin).
H3407	יְרִיעָה	יריעה	yᵉrîyʻâh	[G:references: G2440] 1) curtain, drape exegesis:from יָרַע H3415 ; explanation: a hanging (as tremulous) translation:curtain.
H3408	יְרִיעוֹת	יריעות	Yᵉrîyʻôwth	Jerioth = "curtains" 1) the wife or concubine of Caleb, the son of Hezron of the descendants of Judah exegesis:plural of יְרִיעָה H3407 ; curtains; explanation: Jerioth , an Israelitess translation:Jerioth.
H3409	יָרֵךְ	ירך	yârêk	[G:references: G2250,G3382,G4628] 1) thigh, side, loin, base 1a) thigh 1a1) outside of thigh (where sword was worn) 1a2) loins (as the seat of procreative power) 1b) side (flank) (of object) 1c) base exegesis:from an unused root meaning to be soft; explanation: the thigh (from its fleshy softness); by euphemistically the generative parts ; figuratively, a shank , flank , side translation:[idiom] body, loins, shaft, side, thigh.
H3410	יַרְכָא	ירכא	yarkâʼ	1) thigh, loin, flank, side, recess exegesis:(Aramaic) corresponding to יְרֵכָה H3411 ; explanation: a thigh translation:thigh.
H3411	יְרֵכָה	ירכה	yᵉrêkâh	[G:references: G206,G899,G2078,G2310,G3313,G3905] 1) flank, side, extreme parts, recesses 1a) side 1b) sides, recesses (dual) exegesis:feminine of יָרֵךְ H3409 ; explanation:properly, the flank ; but used only figuratively, the rear or recess translation:border, coast, part, quarter, side.
H3412	יַרְמוּת	ירמות	Yarmûwth	Jarmuth = "heights" 1) a Canaanitish city in the lowlands of Judah with a king and located between Hebron and Lachish 2) a Levitical city of Issachar allocated to the Gershonite Levites exegesis:from רוּם H7311 ; elevation; explanation: Jarmuth , the name of two places in Palestine translation:Jarmuth.
H3413	יְרֵמַי	ירמי	Yᵉrêmay	Jeremai = "my exaltations" 1) a descendant of Hashum who took a foreign wife in the time of Ezra and was compelled to put her away exegesis:from רוּם H7311 ; elevated; explanation: Jeremai , an Israelite translation:Jeremai.
H3414	יִרְמְיָה	ירמיה	Yirmᵉyâh	[G:references: G2408] Jeremiah = "whom Jehovah has appointed" 1) the major prophet, son of Hilkiah of the priestly family in Anathoth; author of the prophetic book bearing his name 2) a man of Libnah and father of Hamutal the wife of king Josiah 3) a Gadite who joined David at Ziklag 4) a Manassehite, one of the mighty men of valour of the Transjordanic half tribe of Manasseh 5) a Gadite and warrior of David 6) a warrior of David 7) a priest who joined Nehemiah in the covenant ceremony 8) a priest also in the time of Nehemiah; maybe same as 7 9) father of Jaazaniah the Rechabites exegesis:or יִרְמְיָהוּ H ; from רוּם H7311 and יָהּ H3050 ; Jah will rise; explanation: Jirmejah , the name of eight or nine Israelites translation:Jeremiah.
H3415	יָרַע	ירע	yâraʻ	1) (Qal) to tremble, quiver exegesis:a primitive root; explanation:properly, to be broken up (with any violent action) i.e. (figuratively) to fear translation:be grevious (only Isaiah 15:4; the rest belong to רָעַע H7489 ).
H3416	יִרְפְּאֵל	ירפאל	Yirpᵉʼêl	Irpeel = "God will heal" 1) a city in Benjamin; site unknown exegesis:from רָפָא H7495 and אֵל H410 ; God will heal; explanation: Jirpeel , a place in Palestine translation:Irpeel.
H3417	יָרָק	ירק	yârâq	[G:references: G1716,G4429] 1) (Qal) to spit exegesis:a primitive root; explanation: to spit translation:[idiom] but, spit.
H3418	יֶרֶק	ירק	yereq	[G:references: G3001,G5515] 1) green, greenness, green plants, greenery exegesis:from יָרָק H3417 (in the sense of vacuity of color); explanation:properly, pallor , i.e. hence, the yellowish green of young and sickly vegetation ; concretely, verdure , i.e. grass or vegetation translation:grass, green (thing).
H3419	יָרָק	ירק	yârâq	[G:references: G3001] 1) herbs, herbage, vegetables, garden greens exegesis:from the same as יֶרֶק H3418 ; explanation:properly, green ; concretely, a vegetable translation:green, herbs.
H3420	יֵרָקוֹן	ירקון	yêrâqôwn	1) mildew, paleness, lividness 1a) mildew, rust 1b) paleness exegesis:from יֶרֶק H3418 ; explanation: paleness , whether of persons (from fright), or of plants (from drought) translation:greenish, yellow.
H3421	יׇרְקְעָם	ירקעם	Yorqᵉʻâm	Jorkoam = "the people empty" 1) a Calebite descendant of Judah exegesis:from רוּק H7324 and עַם H5971 ; people will be poured forth; explanation: Jorkeam , a place in Palestine translation:Jorkeam.
H3422	יְרַקְרַק	ירקרק	yᵉraqraq	1) greenish, pale green, greenish-yellow exegesis:from the same as יֶרֶק H3418 ; explanation: yellowishness translation:greenish, yellow.
H3423	יָרַשׁ	ירש	yârash	[G:references: G622,G746,G1325,G1544,G1567,G1808,G1828,G1842,G2624,G2634,G2722,G2730,G2816,G2817,G2818,G2819,G2961,G2983,G3645,G3880,G4060,G4433] 1) to seize, dispossess, take possession off, inherit, disinherit, occupy, impoverish, be an heir 1a) (Qal) 1a1) to take possession of 1a2) to inherit 1a3) to impoverish, come to poverty, be poor 1b) (Niphal) to be dispossessed, be impoverished, come to poverty 1c) (Piel) to devour 1d) (Hiphil) 1d1) to cause to possess or inherit 1d2) to cause others to possess or inherit 1d3) to impoverish 1d4) to dispossess 1d5) to destroy, bring to ruin, disinherit exegesis:or יָרֵשׁ H ; a primitive root; explanation: to occupy (by driving out previous tenants, and possessing in their place); by implication, to seize , to rob , to inherit ; also to expel , to impoverish , to ruin translation:cast out, consume, destroy, disinherit, dispossess, drive(-ing) out, enjoy, expel, [idiom] without fail, (give to, leave for) inherit(-ance, -or) [phrase] magistrate, be (make) poor, come to poverty, (give to, make to) possess, get (have) in (take) possession, seize upon, succeed, [idiom] utterly.
H3424	יְרֵשָׁה	ירשה	yᵉrêshâh	1) possession, property exegesis:from יָרַשׁ H3423 ; explanation: occupancy translation:possession.
H3425	יְרֻשָּׁה	ירשה	yᵉrushshâh	[G:references: G2817,G2932] 1) possession, inheritance exegesis:from יָרַשׁ H3423 ; explanation: something occupied ; a conquest ; also a patrimony translation:heritage, inheritance, possession.
H3426	יֵשׁ	יש	yêsh	[G:references: G142,G611,G1257,G1607,G2192,G2597,G2730,G3928,G5223,G5225] 1) being, existence, substance, there is or are 1a) substance 1b) existence 1c) there is or are exegesis:perhaps from an unused root meaning to stand out, or exist; entity; used adverbially or as a copula for the substantive verb ( הָיָה H1961 ); explanation: there is or are (or any other form of the verb to be, as may suit the connection) translation:(there) are, (he, it, shall, there, there may, there shall, there should) be, thou do, had, hast, (which) hath, (I, shalt, that) have, (he, it, there) is, substance, it (there) was, (there) were, ye will, thou wilt, wouldest.
H3427	יָשַׁב	ישב	yâshab	[G:references: G373,G600,G654,G936,G1265,G1304,G1459,G1474,G1525,G1774,G1940,G2064,G2270,G2323,G2476,G2516,G2518,G2521,G2523,G2647,G2650,G2664,G2681,G2722,G2730,G2730,G2731,G2732,G2733,G2837,G2983,G3306,G3611,G3869,G3887,G3939,G5087,G5278] 1) to dwell, remain, sit, abide 1a) (Qal) 1a1) to sit, sit down 1a2) to be set 1a3) to remain, stay 1a4) to dwell, have one's abode 1b) (Niphal) to be inhabited 1c) (Piel) to set, place 1d) (Hiphil) 1d1) to cause to sit 1d2) to cause to abide, set 1d3) to cause to dwell 1d4) to cause (cities) to be inhabited 1d5) to marry (give an dwelling to) 1e) (Hophal) 1e1) to be inhabited 1e2) to make to dwell exegesis:a primitive root; explanation:properly, to sit down (specifically as judge. in ambush, in quiet); by implication, to dwell , to remain ; causatively, to settle , to marry translation:(make to) abide(-ing), continue, (cause to, make to) dwell(-ing), ease self, endure, establish, [idiom] fail, habitation, haunt, (make to) inhabit(-ant), make to keep (house), lurking, [idiom] marry(-ing), (bring again to) place, remain, return, seat, set(-tle), (down-) sit(-down, still, -ting down, -ting (place) -uate), take, tarry.
H3428	יֶשֶׁבְאָב	ישבאב	Yeshebʼâb	Jeshebeab = "dwelling of the father" 1) a Levite, head of the 14th course of the priests exegesis:from יָשַׁב H3427 and אָב H1 ; seat of (his) father; explanation: Jeshebab , an Israelite translation:Jeshebeab.
H3429	יֹשֵׁב בַּשֶּׁבֶת	ישב בשבת	Yôshêb bash-Shebeth	Josheb-basshebeth = "dwelling in rest" 1) one of David's mighty warriors exegesis:from the active participle of יָשַׁב H3427 and שֶׁבֶת H7674 , with a preposition and the article interposed; sitting in the seat; explanation: Joshebbash-Shebeth , an Israelite translation:that sat in the seat.
H3430	יִשְׁבּוֹ בְּנֹב	ישבו בנב	Yishbôw bᵉ-Nôb	Ishbi-benob = "his dwelling is in Nob" 1) son of Rapha, one of the nation of Philistine giants who attacked David in battle and was slain by Abishai exegesis:from יָשַׁב H3427 and נֹב H5011 , with a pronominal suffix and a preposition interposed; his dwelling (is) in Nob; explanation: Jishbo-be-Nob , a Philistine translation:Ishbi-benob (from the margin).
H3431	יִשְׁבַּח	ישבח	Yishbach	Ishbah = "he will praise" 1) father of Eshtemoa and descendant of Judah exegesis:from שָׁבַח H7623 ; he will praise; explanation: Jishbach , an Israelite translation:Ishbah.
