id	unicode_word	translit	pronunciation	full_definition
G02707	καταφροντής	kataphrontḗs	kat-af-ron-tace'	2707 from ; a contemner :--despiser.
G02708	καταχέω	katachéō	kat-akh-eh'-o	2708 from and cheo (to pour); to pour down (out) :--pour.
G02709	καταχθόνιος	katachthónios	kat-akh-thon'-ee-os	2709 from and (the ground); subterranean, i.e. infernal (belonging to the world of departed spirits) :--under the earth.
G02710	καταχράομαι	katachráomai	kat-akh-rah'-om-ahee	2710 from and ; to overuse, i.e. misuse :--abuse.
G02711	καταψύχω	katapsýchō	kat-ap-soo'-kho	2711 from and ; to cool down (off), i.e. refresh :--cool.
G02712	κατείδωλος	kateídōlos	kat-i'-do-los	2712 from (intensively) and ; utterly idolatrous :--wholly given to idolatry.
G02713	κατέναντι	katénanti	kat-en'-an-tee	2713 from and ; directly opposite :--before, over against.
G02714	κατενώπιον	katenṓpion	kat-en-o'-pee-on	2714 from and ; directly in front of :--before (the presence of), in the sight of.
G02715	κατεξουσιάζω	katexousiázō	kat-ex-oo-see-ad'-zo	2715 from and ; to have (wield) full privilege over :--exercise authority.
G02716	κατεργάζομαι	katergázomai	kat-er-gad'-zom-ahee	2716 from and ; to work fully, i.e. accomplish; by implication, to finish, fashion :--cause, to (deed), perform, work (out).
G02717				2717 Not Used
G02718	κατέρχομαι	katérchomai	kat-er'-khom-ahee	2718 from and (including its alternate); to come (or go) down (literally or figuratively) :--come (down), depart, descend, go down, land.
G02719	κατεσθίω	katesthíō	kat-es-thee'-o	2719 from and (including its alternate); to eat down, i.e. devour (literally or figuratively) :--devour.
G02720	κατευθύνω	kateuthýnō	kat-yoo-thoo'-no	2720 from and ; to straighten fully, i.e. (figuratively) direct :--guide, direct.
G02721	κατεφίστημι	katephístēmi	kat-ef-is'-tay-mee	2721 from and ; to stand over against, i.e. rush upon (assault) :--make insurrection against.
G02722	κατέχω	katéchō	kat-ekh'-o	2722 from and ; to hold down (fast), in various applications (literally or figuratively) :--have, hold (fast), keep (in memory), let, X make toward, possess, retain, seize on, stay, take, withhold.
G02723	κατηγορέω	katēgoréō	kat-ay-gor-eh'-o	2723 from ; to be a plaintiff, i.e. to charge with some offence :--accuse, object.
G02724	κατηγορία	katēgoría	kat-ay-gor-ee'-ah	2724 from ; a complaint ("category"), i.e. criminal charge :--accusation (X -ed).
G02725	κατήγορος	katḗgoros	kat-ay'-gor-os	2725 from and ; against one in the assembly, i.e. a complainant at law; specially, Satan :--accuser.
G02726	κατήφεια	katḗpheia	kat-ay'-fi-ah	2726 from a compound of and perhaps a derivative of the base of (meaning downcast in look); demureness, i.e. (by implication) sadness :--heaviness.
G02727	κατηχέω	katēchéō	kat-ay-kheh'-o	2727 from and ; to sound down into the ears, i.e. (by implication) to indoctrinate ("catechize") or (genitive case) to apprise of :--inform, instruct, teach.
G02728	κατιόω	katióō	kat-ee-o'-o	2728 from and a derivative of ; to rust down, i.e. corrode :--canker.
G02729	κατισχύω	katischýō	kat-is-khoo'-o	2729 from and ; to overpower :--prevail (against).
G02730	κατοικέω	katoikéō	kat-oy-keh'-o	2730 from and ; to house permanently, i.e. reside (literally or figuratively) :--dwell(-er), inhabitant(-ter).
G02731	κατοίκησις	katoíkēsis	kat-oy'-kay-sis	2731 from ; residence (properly, the act; but by implication, concretely, the mansion) :--dwelling.
G02732	κατοικητήριον	katoikētḗrion	kat-oy-kay-tay'-ree-on	2732 from a derivative of ; a dwelling-place :--habitation.
G02733	κατοικία	katoikía	kat-oy-kee'-ah	2733 residence (properly, the condition; but by implication, the abode itself) :--habitation.
G02734	κατοπτρίζομαι	katoptrízomai	kat-op-trid'-zom-ahee	2734 middle voice from a compound of and a derivative of (compare ); to mirror oneself, i.e. to see reflected (figuratively) :--behold as in a glass.
G02735	κατόρθωμα	katórthōma	kat-or'-tho-mah	2735 from a compound of and a derivative of (compare ); something made fully upright, i.e. (figuratively) rectification (specially, good public administration) :--very worthy deed.
G02736	κάτω	kátō	kat'-o	2736 ; also (compare) (compare ); adverb from ; downwards :--beneath, bottom, down, under.
G02737	κατώτερος	katṓteros	kat-o'-ter-os	2737 comparative from ; inferior (locally, of Hades) :--lower.
G02738	καῦμα	kaûma	kow'-mah	2738 from ; properly, a burn (concretely), but used (abstractly) of a glow :--heat.
G02739	καυματίζω	kaumatízō	kow-mat-id'-zo	2739 from ; to burn :--scorch.
G02740	καῦσις	kaûsis	kow'-sis	2740 from ; burning (the act) :--be burned.
G02741	καυσόω	kausóō	kow-so'-o	2741 from ; to set on fire :--fervent heat.
G02742	καύσων	kaúsōn	kow'-sone	2742 from ; a glare :--(burning) heat.
G02743	καυτηριάζω	kautēriázō	kow-tay-ree-ad'-zo	2743 from a derivative of ; to brand ("cauterize"), i.e. (by implication) to render unsensitive (figuratively) :--sear with a hot iron.
G02744	καυχάομαι	kaucháomai	kow-khah'-om-ahee	2744 from some (obsolete) base akin to that of (to boast) and ; to vaunt (in a good or a bad sense) :--(make) boast, glory, joy, rejoice.
G02745	καύχημα	kaúchēma	kow'-khay-mah	2745 from ; a boast (properly, the object; by implication, the act) in a good or a bad sense :--boasting, (whereof) to glory (of), glorying, rejoice(-ing).
G02746	καύχησις	kaúchēsis	kow'-khay-sis	2746 from ; boasting (properly, the act; by implication, the object), in a good or a bad sense :--boasting, whereof I may glory, glorying, rejoicing.
G02747	Κεγχρεαί	Kenchreaí	keng-khreh-a'-hee	2747 probably from kegchros (millet); Cenchreæ, a port of Corinth :--Cencrea.
G02748	Κεδρών	Kedrṓn	ked-rone'	2748 of Hebrew origin ( ); Cedron (i.e. Kidron), a brook near Jerusalem :--Cedron.
G02749	κεῖμαι	keîmai	ki'-mahee	2749 middle voice of a primary verb; to lie outstretched (literally or figuratively) :--be (appointed, laid up, made, set), lay, lie. Compare .
G02750	κειρία	keiría	ki-ree'-ah	2750 of uncertain affinity; a swathe, i.e. winding-sheet :--graveclothes.
G02751	κείρω	keírō	ki'-ro	2751 a primary verb; to shear :--shear(-er).
G02752	κέλευμα	kéleuma	kel'-yoo-mah	2752 from ; a cry of incitement :--shout.
G02753	κελεύω	keleúō	kel-yoo'-o	2753 from a primary (to urge on); "hail"; to incite by word, i.e. order :--bid, (at, give) command(-ment).
G02754	κενοδοξία	kenodoxía	ken-od-ox-ee'-ah	2754 from ; empty glorying, i.e. self-conceit :--vain-glory.
G02755	κενόδοξος	kenódoxos	ken-od'-ox-os	2755 from and ; vainly glorifying, i.e. self-conceited :--desirous of vain-glory.
G02756	κενός	kenós	ken-os'	2756 apparently a primary word; empty (literally or figuratively) :--empty, (in) vain.
G02757	κενοφωνία	kenophōnía	ken-of-o-nee'-ah	2757 from a presumed compound of and ; empty sounding, i.e. fruitless discussion :--vain.
G02758	κενόω	kenóō	ken-o'-o	2758 from ; to make empty, i.e. (figuratively) to abase, neutralize, falsify :--make (of none effect, of no reputation, void), be in vain.
G02759	κέντρον	kéntron	ken'-tron	2759 from (to prick); a point ("centre"), i.e. a sting (figuratively, poison) or goad (figuratively, divine impulse) :--prick, sting.
G02760	κεντυρίων	kentyríōn	ken-too-ree'-ohn	2760 of Latin origin; a centurion, i.e. captain of one hundred soldiers :--centurion.
G02761	κενῶς	kenōs	ken-oce'	2761 adverb from ; vainly, i.e. to no purpose :--in vain.
G02762	κεραία	keraía	ker-ah'-yah	2762 feminine of a presumed derivative of the base of ; something horn-like, i.e. (specially) the apex of a Hebrew letter (figuratively, the least particle) :--tittle.
G02763	κεραμεύς	kerameús	ker-am-yooce'	2763 from ; a potter :--potter.
G02764	κεραμικός	keramikós	ker-am-ik-os'	2764 from ; made of clay, i.e. earthen :--of a potter.
G02765	κεράμιον	kerámion	ker-am'-ee-on	2765 neuter of a presumed derivative of ; an earthenware vessel, i.e. jar :--pitcher.
G02766	κέραμος	kéramos	ker'-am-os	2766 probably from the base of (through the idea of mixing clay and water); earthenware, i.e. a tile (by analogy, a thin roof or awning) :--tiling.
G02767	κεράννυμι	keránnymi	ker-an'-noo-mee	2767 prolonged form of a more primary (which is used in certain tenses); to mingle, i.e. (by implication) to pour out (for drinking) :--fill, pour out. Compare .
G02768	κέρας	kéras	ker'-as	2768 from a primary (the hair of the head); a horn (literally or figuratively) :--horn.
G02769	κεράτιον	kerátion	ker-at'-ee-on	2769 neuter of a presumed derivative of ; something horned, i.e. (specially) the pod of the carob-tree :--husk.
G02770	κερδαίνω	kerdaínō	ker-dah'-ee-no	2770 from ; to gain (literally or figuratively) :--(get) gain, win.
G02771	κέρδος	kérdos	ker'-dos	2771 of uncertain affinity; gain (pecuniary or genitive case) :--gain, lucre.
G02772	κέρμα	kérma	ker'-mah	2772 from ; a clipping (bit), i.e. (specially) a coin :--money.
G02773	κερματιστής	kermatistḗs	ker-mat-is-tace'	2773 from a derivative of ; a handler of coins, i.e. money-broker :--changer of money.
G02774	κεφάλαιον	kephálaion	kef-al'-ah-yon	2774 neuter of a derivative of ; a principal thing, i.e. main point; specially, an amount (of money) :--sum.
G02775	κεφαλαιόω	kephalaióō	kef-al-ahee-o'-o	2775 from the same as ; (specially) to strike on the head :--wound in the head.
G02776	κεφαλή	kephalḗ	kef-al-ay'	2776 from the primary (in the sense of seizing); the head (as the part most readily taken hold of), literally or figuratively :--head.
G02777	κεφαλίς	kephalís	kef-al-is'	2777 from ; properly, a knob, i.e. (by implication) a roll (by extension from the end of a stick on which the manuscript was rolled) :--volume.
G02778	κῆνσος	kēnsos	kane'-sos	2778 of Latin origin; properly, an enrollment ("census"), i.e. (by implication) a tax :--tribute.
G02779	κῆπος	kēpos	kay'-pos	2779 of uncertain affinity; a garden :--garden.
G02780	κηπουρός	kēpourós	kay-poo-ros'	2780 from and (a warden); a garden-keeper, i.e. gardener :--gardener.
G02781	κηρίον	kēríon	kay-ree'-on	2781 diminutive from (wax); a cell for honey, i.e. (collectively) the comb :--(honey-)comb.
G02782	κήρυγμα	kḗrygma	kay'-roog-mah	2782 from ; a proclamation (especially of the gospel; by implication, the gospel itself) :--preaching.
G02783	κῆρυξ	kēryx	kay'-roox	2783 from ; a herald, i.e. of divine truth (especially of the gospel) :--preacher.
G02784	κηρύσσω	kērýssō	kay-roos'-so	2784 of uncertain affinity; to herald (as a public crier), especially divine truth (the gospel) :--preacher(-er), proclaim, publish.
G02785	κῆτος	kētos	kay'-tos	2785 probably from the base of ; a huge fish (as gaping for prey) :--whale.
G02786	Κηφᾶς	Kēphâs	kay-fas'	2786 of Chaldee origin (compare ); the Rock; Cephas (i.e. Kepha), a surname of Peter :--Cephas.
G02787	κιβωτός	kibōtós	kib-o-tos'	2787 of uncertain derivation; a box, i.e. the sacred ark and that of Noah :--ark.
G02788	κιθάρα	kithára	kith-ar'-ah	2788 of uncertain affinity; a lyre :--harp.
G02789	κιθαρίζω	kitharízō	kith-ar-id'-zo	2789 from ; to play on a lyre :--harp.
G02790	κιθαρῳδός	kitharōidós	kith-ar-o'-dos	2790 from and a derivative of the same as ; a lyre-singer(-player), i.e. harpist :--harper.
G02791	Κιλικία	Kilikía	kil-ik-ee'-ah	2791 probably of foreign origin; Cilicia, a region of Asia Minor :--Cilicia.
G02792	κινάμωμον	kinámōmon	kin-am'-o-mon	2792 of foreign origin (compare ); cinnamon :--cinnamon.
G02793	κινδυνεύω	kindyneúō	kin-doon-yoo'-o	2793 from ; to undergo peril :--be in danger, be (stand) in jeopardy.
G02794	κίνδυνος	kíndynos	kin'-doo-nos	2794 of uncertain derivation; danger :--peril.
G02795	κινέω	kinéō	kin-eh'-o	2795 from (poetic for , to go); to stir (transitively), literally or figuratively :--(re-)move(-r), way.
G02796	κίνησις	kínēsis	kin'-ay-sis	2796 from ; a stirring :--moving.
G02797	Κίς	Kís	kis	2797 of Hebrew origin ( ); Cis (i.e. Kish), an Israelite :--Cis.
G02798	κλάδος	kládos	klad'-os	2798 from ; a twig or bough (as if broken off) :--branch.
G02799	κλαίω	klaíō	klah'-yo	2799 of uncertain affinity; to sob, i.e. wail aloud (whereas 1145 is rather to cry silently) :--bewail, weep.
G02800	κλάσις	klásis	klas'-is	2800 from ; fracture (the act) :--breaking.
G02801	κλάσμα	klásma	klas'-mah	2801 from ; a piece (bit) :--broken, fragment.
G02802	Κλαύδη	Klaúdē	klow'-day	2802 of uncertain derivation; Claude, an island near Crete :--Clauda.
G02803	Κλαυδία	Klaudía	klow-dee'-ah	2803 feminine of ; Claudia, a Christian woman :--Claudia.
G02804	Κλαύδιος	Klaúdios	klow'-dee-os	2804 of Latin origin; Claudius, the name of two Romans :--Claudius.
G02805	κλαυθμός	klauthmós	klowth-mos'	2805 from ; lamentation :--wailing, weeping, X wept.
G02806	κλάω	kláō	klah'-o	2806 a primary verb; to break (specially, of bread) :--break.
G02807	κλείς	kleís	klice	2807 from ; a key (as shutting a lock), literally or figuratively :--key.
G02808	κλείω	kleíō	kli'-o	2808 a primary verb; to close (literally or figuratively) :--shut (up).
G02809	κλέμμα	klémma	klem'-mah	2809 from ; stealing (properly, the thing stolen, but used of the act) :--theft.
G02810	Κλεόπας	Kleópas	kleh-op'-as	2810 probably contracted from (compound of and ); Cleopas, a Christian :--Cleopas.
G02811	κλέος	kléos	kleh'-os	2811 from a shorter form of ; renown (as if being called) :--glory.
G02812	κλέπτης	kléptēs	klep'-tace	2812 from ; a stealer (literally or figuratively) :--thief. Compare .
G02813	κλέπτω	kléptō	klep'-to	2813 a primary verb; to filch :--steal.
G02814	κλῆμα	klēma	kaly'-mah	2814 from ; a limb or shoot (as if broken off) :--branch.
G02815	Κλήμης	Klḗmēs	klay'-mace	2815 of Latin origin; merciful; Clemes (i.e. Clemens), a Christian :--Clement.
G02816	κληρονομέω	klēronoméō	klay-ron-om-eh'-o	2816 from ; to be an heir to (literally or figuratively) :--be heir, (obtain by) inherit(-ance).
G02817	κληρονομία	klēronomía	klay-ron-om-ee'-ah	2817 from ; heirship, i.e. (concretely) a patrimony or (genitive case) a possession :--inheritance.
G02818	κληρονόμος	klēronómos	klay-ron-om'-os	2818 from and the base of (in its original sense of partitioning, i.e. (reflexively) getting by apportionment); a sharer by lot, i.e. inheritor (literally or figuratively); by implication, a possessor :--heir.
G02819	κλῆρος	klēros	klay'-ros	2819 probably from (through the idea of using bits of wood, etc., for the purpose; a die (for drawing chances); by implication, a portion (as if so secured); by extension, an acquisition (especially a patrimony, figuratively) :--heritage, inheritance, lot, part.
G02820	κληρόω	klēróō	klay-ro'-o	2820 from ; to allot, i.e. (figuratively) to assign (a privilege) :--obtain an inheritance.
G02821	κλῆσις	klēsis	klay'-sis	2821 from a shorter form of ; an invitation (figuratively) :--calling.
G02822	κλητός	klētós	klay-tos'	2822 from the same as ; invited, i.e. appointed, or (specially), a saint :--called.
G02823	κλίβανος	klíbanos	klib'-an-os	2823 of uncertain derivation; an earthen pot used for baking in :--oven.
G02824	κλίμα	klíma	klee'-mah	2824 from ; a slope, i.e. (specially) a "clime" or tract of country :--part, region.
G02825	κλίνη	klínē	klee'-nay	2825 from ; a couch (for sleep, sickness, sitting or eating) :--bed, table.
G02826	κλινίδιον	klinídion	klin-id'-ee-on	2826 neuter of a presumed derivative of ; a pallet or little couch :--bed.
G02827	κλίνω	klínō	klee'-no	2827 a primary verb; to slant or slope, i.e. incline or recline (literally or figuratively) :--bow (down), be far spent, lay, turn to flight, wear away.
G02828	κλισία	klisía	klee-see'-ah	2828 from a derivative of ; properly, reclination, i.e. (concretely and specially), a party at a meal :--company.
G02829	κλοπή	klopḗ	klop-ay'	2829 from ; stealing :--theft.
G02830	κλύδων	klýdōn	kloo'-dohn	2830 from (to billow or dash over); a surge of the sea (literally or figuratively) :--raging, wave.
G02831	κλυδωνίζομαι	klydōnízomai	kloo-do-nid'-zom-ahee	2831 middle voice from ; to surge, i.e. (figuratively) to fluctuate :--toss to and fro.
G02832	Κλωπᾶς	Klōpâs	klo-pas'	2832 of Chaldee origin (corresponding to ); Clopas, an Israelite :--Cleophas.
G02833	κνήθω	knḗthō	knay'-tho	2833 from a primary (to scrape); to scratch, i.e. (by implication) to tickle :--X itching.
G02834	Κνίδος	Knídos	knee'-dos	2834 probably of foreign origin; Cnidus, a place in Asia Minor :--Cnidus.
G02835	κοδράντης	kodrántēs	kod-ran'-tace	2835 of Latin origin; a quadrans, i.e. the fourth part of an as :--farthing.
G02836	κοιλία	koilía	koy-lee'-ah	2836 from ("hollow"); a cavity, i.e. (especially) the abdomen; by implication, the matrix; figuratively, the heart :--belly, womb.
G02837	κοιμάω	koimáō	koy-mah'-o	2837 from ; to put to sleep, i.e. (passively or reflexively) to slumber; figuratively, to decease :--(be a-, fall a-, fall on) sleep, be dead.
G02838	κοίμησις	koímēsis	koy'-may-sis	2838 from ; sleeping, i.e. (by implication) repose :--taking of rest.
G02839	κοινός	koinós	koy-nos'	2839 probably from ; common, i.e. (literally) shared by all or several, or (ceremonially) profane :--common, defiled, unclean, unholy.
G02840	κοινόω	koinóō	koy-no'-o	2840 from ; to make (or consider) profane (ceremonially) :--call common, defile, pollute, unclean.
G02841	κοινωνέω	koinōnéō	koy-no-neh'-o	2841 from ; to share with others (objectively or subjectively) :--communicate, distribute, be partaker.
G02842	κοινωνία	koinōnía	koy-nohn-ee'-ah	2842 from ; partnership, i.e. (literally) participation, or (social) intercourse, or (pecuniary) benefaction :--(to) communicate(-ation), communion, (contri-)distribution, fellowship.
G02843	κοινωνικός	koinōnikós	koy-no-nee-kos'	2843 from ; communicative, i.e. (pecuniarily) liberal :--willing to communicate.
G02844	κοινωνός	koinōnós	koy-no-nos'	2844 from ; a sharer, i.e. associate :--companion, X fellowship, partaker, partner.
G02845	κοίτη	koítē	koy'-tay	2845 from ; a couch; by extension, cohabitation; by implication, the male sperm :--bed, chambering, X conceive.
G02846	κοιτών	koitṓn	koy-tone'	2846 from ; a bedroom :--+ chamberlain.
G02847	κόκκινος	kókkinos	kok'-kee-nos	2847 from (from the kernel-shape of the insect); crimson-colored :--scarlet (colour, coloured).
G02848	κόκκος	kókkos	kok'-kos	2848 apparently a primary word; a kernel of seed :--corn, grain.
G02849	κολάζω	kolázō	kol-ad'-zo	2849 from (dwarf); properly, to curtail, i.e. (figuratively) to chastise (or reserve for infliction) :--punish.
G02850	κολακεία	kolakeía	kol-ak-i'-ah	2850 from a derivative of (a fawner); flattery :-- X flattering.
G02851	κόλασις	kólasis	kol'-as-is	2851 from ; penal infliction :--punishment, torment.
G02852	κολαφίζω	kolaphízō	kol-af-id'-zo	2852 from a derivative of the base of ; to rap with the fist :--buffet.
G02853	κολλάω	kolláō	kol-lah'-o	2853 from ("glue"); to glue, i.e. (passively or reflexively) to stick (figuratively) :--cleave, join (self), keep company.
G02854	κολλούριον	kolloúrion	kol-loo'-ree-on	2854 neuter of a presumed derivative of (a cake; prob akin to the base of ); properly, a poultice (as made of or in the form of crackers), i.e. (by analogy) a plaster :-- eyesalve.
G02855	κολλυβιστής	kollybistḗs	kol-loo-bis-tace'	2855 from a presumed derivative of (a small coin; probably akin to ); a coin-dealer :--(money-)changer.
G02856	κολοβόω	kolobóō	kol-ob-o'-o	2856 from a derivative of the base of ; to dock, i.e. (figuratively) abridge :--shorten.
G02857	Κολοσσαί	Kolossaí	kol-os-sah'-ee	2857 apparently feminine plural of kolossos ("colossal"); Colossæ, a place in Asia Minor :--Colosse.
G02858	Κολοσσαεύς	Kolossaeús	kol-os-sayoos'	2858 from ; a Colossæan, (i.e. inhabitant of Colossæ :--Colossian.
G02859	κόλπος	kólpos	kol'-pos	2859 apparently a primary word; the bosom; by analogy, a bay :--bosom, creek.
G02860	κολυμβάω	kolymbáō	kol-oom-bah'-o	2860 from (a diver); to plunge into water :--swim.
G02861	κολυμβήθρα	kolymbḗthra	kol-oom-bay'-thrah	2861 from ; a diving-place, i.e. pond for bathing (or swimming) :--pool.
G02862	κολωνία	kolōnía	kol-o-nee'-ah	2862 of Latin origin; a Roman "colony" for veterans :--colony.
G02863	κομάω	komáō	kom-ah'-o	2863 from ; to wear tresses of hair :--have long hair.
G02864	κόμη	kómē	kom'-ay	2864 apparently from the same as ; the hair of the head (locks, as ornamental, and thus differing from ; which properly denotes merely the scalp) :--hair.
G02865	κομίζω	komízō	kom-id'-zo	2865 from a primary (to tend, i.e. take care of); properly, to provide for, i.e. (by implication) to carry off (as if from harm; genitive case obtain) :--bring, receive.
G02866	κομψότερον	kompsóteron	komp-sot'-er-on	2866 neuter comparative of a derivative of the base of 2865 (meaning, properly, well dressed, i.e. nice); figuratively, convalescent :--+ began to amend.
G02867	κονιάω	koniáō	kon-ee-ah'-o	2867 from (dust; by analogy, lime); to whitewash :--whiten.
G02868	κονιορτός	koniortós	kon-ee-or-tos'	2868 from the base of and ornumi (to "rouse"); pulverulence (as blown about) :--dust.
G02869	κοπάζω	kopázō	kop-ad'-zo	2869 from ; to tire, i.e. (figuratively) to relax :--cease.
G02870	κοπετός	kopetós	kop-et-os'	2870 from ; mourning (properly, by beating the breast) :--lamentation.
G02871	κοπή	kopḗ	kop-ay'	2871 from ; cutting, i.e. carnage :--slaughter.
G02872	κοπιάω	kopiáō	kop-ee-ah'-o	2872 from a derivative of ; to feel fatigue; by implication, to work hard :--(bestow) labour, toil, be wearied.
G02873	κόπος	kópos	kop'-os	2873 from ; a cut, i.e. (by analogy) toil (as reducing the strength), literally or figuratively; by implication, pains :--labour, + trouble, weariness.
G02874	κοπρία	kopría	kop-ree'-ah	2874 from (ordure; perhaps akin to ); manure :--dung(-hill).
G02875	κόπτω	kóptō	kop'-to	2875 a primary verb; to "chop"; specially, to beat the breast in grief :--cut down, lament, mourn, (be-)wail. Compare the base of .
G02876	κόραξ	kórax	kor'-ax	2876 perhaps from ; a crow (from its voracity) :--raven.
G02877	κοράσιον	korásion	kor-as'-ee-on	2877 neuter of a presumed derivative of (a maiden); a (little) girl :--damsel, maid.
G02878	κορβᾶν	korbân	kor-ban'	2878 and of Hebrew and Chaldee origin respectively ( ); a votive offering and the offering; a consecrated present (to the Temple fund); by extension (the latter term) the Treasury itself, i.e. the room where the contribution boxes stood :--Corban, treasury.
G02879	Κορέ	Koré	kor-eh'	2879 of Hebrew origin ( ); Core (i.e. Korach), an Israelite :--Core.
G02880	κορέννυμι	korénnymi	kor-en'-noo-mee	2880 a primary verb; to cram, i.e. glut or sate :--eat enough, full.
G02881	Κορίνθιος	Korínthios	kor-in'-thee-os	2881 from ; a Corinthian, i.e. inhabitant of Corinth :--Corinthian.
G02882	Κόρινθος	Kórinthos	kor'-in-thos	2882 of uncertain derivation; Corinthus, a city of Greece :--Corinth.
G02883	Κορνήλιος	Kornḗlios	kor-nay'-lee-os	2883 of Latin origin; Cornelius, a Roman :--Cornelius.
G02884	κόρος	kóros	kor'-os	2884 of Hebrew origin ( ); a cor, i.e. a specific measure :--measure.
G02885	κοσμέω	kosméō	kos-meh'-o	2885 from ; to put in proper order, i.e. decorate (literally or figuratively); specially, to snuff (a wick) :--adorn, garnish, trim.
G02886	κοσμικός	kosmikós	kos-mee-kos'	2886 from (in its secondary sense); terrene ("cosmic"), literally (mundane) or figuratively (corrupt) :--worldly.
G02887	κόσμιος	kósmios	kos'-mee-os	2887 from (in its primary sense); orderly, i.e. decorous :--of good behaviour, modest.
G02888	κοσμοκράτωρ	kosmokrátōr	kos-mok-fat'-ore	2888 from and ; a world-ruler, an epithet of Satan :--ruler.
G02889	κόσμος	kósmos	kos'-mos	2889 probably from the base of ; orderly arrangement, i.e. decoration; by implication, the world (in a wide or narrow sense, including its inhabitants, literally or figuratively (morally)) :--adorning, world.
G02890	Κούαρτος	Koúartos	koo'-ar-tos	2890 of Latin origin (fourth); Quartus, a Christian :--Quartus.
G02891	κοῦμι	koûmi	koo'-mee	2891 of Chaldee origin ( ); cumi (i.e. rise!) :--cumi.
G02892	κουστωδία	koustōdía	koos-to-dee'-ah	2892 of Latin origin; "custody", i.e. a Roman sentry :--watch.
G02893	κουφίζω	kouphízō	koo-fid'-zo	2893 from (light in weight); to unload :--lighten.
G02894	κόφινος	kóphinos	kof'-ee-nos	2894 of uncertain derivation; a (small) basket :--basket.
G02895	κράββατος	krábbatos	krab'-bat-os	2895 probably of foreign origin; a mattress :--bed.
G02896	κράζω	krázō	krad'-zo	2896 a primary verb; properly, to "croak" (as a raven) or scream, i.e. (genitive case) to call aloud (shriek, exclaim, intreat) :--cry (out).
G02897	κραιπάλη	kraipálē	krahee-pal'-ay	2897 probably from the same as ; properly, a headache (as a seizure of pain) from drunkenness, i.e. (by implication) a debauch (by analogy, a glut) :--surfeiting.
G02898	κρανίον	kraníon	kran-ee'-on	2898 diminutive of a derivative of the base of ; a skull ("cranium") :--Calvary, skull.
G02899	κράσπεδον	kráspedon	kras'-ped-on	2899 of uncertain derivation; a margin, i.e. (specially), a fringe or tassel :--border, hem.
G02900	κραταιός	krataiós	krat-ah-yos'	2900 from ; powerful :--mighty.
G02901	κραταιόω	krataióō	krat-ah-yo'-o	2901 from ; to empower, i.e. (passively) increase in vigor :--be strengthened, be (wax) strong.
G02902	κρατέω	kratéō	krat-eh'-o	2902 from ; to use strength, i.e. seize or retain (literally or figuratively) :--hold (by, fast), keep, lay hand (hold) on, obtain, retain, take (by).
G02903	κράτιστος	krátistos	krat'-is-tos	2903 superlative of a derivative of ; strongest, i.e. (in dignity) very honorable :--most excellent (noble).
G02904	κράτος	krátos	krat'-os	2904 perhaps a primary word; vigor ("great") (literally or figuratively) :--dominion, might(-ily), power, strength.
G02905	κραυγάζω	kraugázō	krow-gad'-zo	2905 from ; to clamor :--cry out.
G02906	κραυγή	kraugḗ	krow-gay'	2906 from ; an outcry (in notification, tumult or grief) :--clamour, cry(-ing).
G02907	κρέας	kréas	kreh'-as	2907 perhaps a primary word; (butcher's) meat :--flesh.
G02908	κρεῖσσον	kreîsson	krice'-son	2908 neuter of an alternate form of ; (as noun) better, i.e. greater advantage :--better.
G02909	κρείττων	kreíttōn	krite'-tohn	2909 comparative of a derivative of ; stronger, i.e. (figuratively) better, i.e. nobler :--best, better.
G02910	κρεμάννυμι	kremánnymi	krem-an'-noo-mee	2910 a prolonged form of a primary verb; to hang :--hang.
G02911	κρημνός	krēmnós	krame-nos'	2911 from ; overhanging, i.e. a precipice :--steep place.
G02912	Κρής	Krḗs	krace	2912 from ; a Cretan, i.e. inhabitant of Crete :--Crete, Cretian.
G02913	Κρήσκης	Krḗskēs	krace'-kace	2913 of Latin origin; growing; Cresces (i.e. Crescens), a Christian :--Crescens.
G02914	Κρήτη	Krḗtē	kray'-tay	2914 of uncertain derivation; Crete, an island in the Mediterranean :--Crete.
G02915	κριθή	krithḗ	kree-thay'	2915 of uncertain derivation; barley :--barley.
G02916	κρίθινος	kríthinos	kree'-thee-nos	2916 from ; consisting of barley :--barley.
G02917	κρίμα	kríma	kree'-mah	2917 from ; a decision (the function or the effect, for or against ("crime")) :--avenge, condemned, condemnation, damnation, + go to law, judgment.
G02918	κρίνον	krínon	kree'-non	2918 perhaps a prim word; a lily :--lily.
G02919	κρίνω	krínō	kree'-no	2919 properly, to distinguish, i.e. decide (mentally or judicially); by implication, to try, condemn, punish :--avenge, conclude, condemn, damn, decree, determine, esteem, judge, go to (sue at the) law, ordain, call in question, sentence to, think.
G02920	κρίσις	krísis	kree'-sis	2920 decision (subjectively or objectively, for or against); by extension, a tribunal; by implication, justice (especially, divine law) :--accusation, condemnation, damnation, judgment.
G02921	Κρίσπος	Kríspos	kris'-pos	2921 of Latin origin; "crisp"; Crispus, a Corinthian :--Crispus.
G02922	κριτήριον	kritḗrion	kree-tay'-ree-on	2922 neuter of a presumed derivative of ; a rule of judging ("criterion"), i.e. (by implication) a tribunal :--to judge, judgment (seat).
G02923	κριτής	kritḗs	kree-tace'	2923 from ; a judge (genitive case or specially) :--judge.
