3916	למה	[@c] 1) why? 1.2) with ל_ : what is X's need for?
3917	זלזול	[@N] 1) cheapening
3918	בתרכן	[@X] 1) afterwards
3919	למד	[@N] 1) lamed, twelfth letter
3920	סנפא	[@N] 1) side-room
3921	בר מחימ תנורי	[@N] 1) a difficult person
3922	סנפי	[@V09] 1) (uncertain)
3923	זהום	[@N] 1) contamination
3924	שׁחל#4	[@N] 1) eggs of one fecundation
3925	שׁחוור	[@N] 1) an official
3926	שׁחל#2	[@N] 2) dregs
3927	שׁחל#3	[@N] 1) skin of dates
3928	סרב	[@V01] 2) מנ + inf. : to refuse to do
3929	גלגין	[@N] 1) chatter
3930	קוקר	[@N] 2) fish trap (?)
3931	אציפא	[@N] 1) (uncertain)
3932	אגנה	[@N] 1) protection
3933	ענותנו	[@N] 1) humility
3934	זיקוק	[@N] 1) spark
3935	פולר	[@N] 1) follarion, a small coin
3936	טריקלין	[@N] 1) triclinium, upper dining room 2) granary
3937	פכר	[@V01] 1) p.p. demolished [@V02] 1) to demolish
3938	צרם	[@V01] 1.1) to crop (the ear)
3939	חמת	[@V01] 1.1) p.p.
3940	צרי	[@V05] 1) to be torn [@N] 1) crack, rift [@V01] 1) to split 6) to make pass through [@V02] 2) to burst something from within
3941	מלכיה	[@N] 1) weakness
3942	צרח	[@N] 1) inflammation, heartburn
3943	צרב	[@V01] 1) to be scorched
3944	צרד	[@N] 1) (zool.) a permitted bird
3945	צרר	[@N] 1) bundle 2.1) money bag 2.2) pl. tant.: goods or money as a security deposit for a <i>ketubbah</i> 3.1) a type of construction device [@V01] 1) to bind together, tie up 2) to store, to heap up 2.1) p.p.: accumulated [@V02] 3) to tie up (tightly?)
3946	נדוניה	[@N] 1) dowry
3947	צרף	[@V05] 2) to be joined together [@V04] 3) to be joined 3.1) to be combined [@N] 1) refiner, smelter [@V02] 2) to attach something 2.1) to combine 3) p.p.: treated with alum
3948	צרע	[@V05] 1) to become leprous
3949	פכח	[@V01] 1) to become faint [@V02] 1) to moderate something 2) to become faint (?)
3950	בוצין	[@N] 1) lamp
3951	שׁוע#3	[@V01] 1) to melt (from fear or surprise?)
3952	אלין	[@R] 1) these
3953	אלים	[@A] 1) strong 1.1) (argument) compelling, valid 1.2) authorized 2) thick
3954	נעמי	[@N] 1) (zool.) ostrich 1.1) בר נעמי : young ostrich
3955	עויל	[@N] 1) child
3956	קוקינו	[@N] 1) pl. parasitic worms
3957	בר שׁהין	[@N] 1) falcon
3958	סיטומה	[@N] 1) seal
3959	בלושׁ	[@N] 1) searcher, investigator
3960	לחיי	[@I] 1) all right, ok!
3961	לקודמיא	[@X] 2) forwards
3962	גנוני	[@N] 1) couch
3963	אכורנק	[@N] 1) royal garden or pavilion in such a garden
3964	אושׁכי	[@N] 1) nonsense word in a charm formula
3965	ציו ציו	[@N] 1) chirping
3966	אגד#2	[@N] 2) carrying pole
3967	תורפא	[@N] 1) validating final clause of a document 2) determination
3968	מכיך	[@A] 1) low
3969	ותיק	[@N] 1) a type of prepared food
3970	הואא	[@N] 1) expounder
3971	שׁפף	[@V01] 1.1) to crawl 2) to be collapsed, low down 2.1) to be dislocated
3972	פרוח	[@A] 2) flying bird or insect [@N] 1) cloud
3973	פרוה	[@N] 1) harbor 1.1) pl. : riverside market
3974	כירי#2	[@I] 1) oh, slave!
3975	פרוג	[@N] 1) exchange, price
3976	דישׁ	[@N] 2) threshing
3977	פרוא	[@N] 1) (zool.) an unclean bird
3978	פרור	[@N] 1) porridge, mush 2) shoemaker's glue 3) pl. crumbs, tiny pieces
3979	פרוק	[@N] 1) savior
3980	בית קודשׁ	[@N] 1) sanctuary, holy place, temple
3981	נטפין	[@N] 1) dripping rain
3982	פרוס	[@N] 1) bedspread
3983	לסוט	[@N] 1) fine mesh veil (?)
3984	חזזי	[@N] 1) lichen 2) (med.) psoriasis and similar scabious skin diseases
3985	בר קשׁ	[@N] 1) a civil official
3986	שׁושׁ#2	[@N] 1) (bot.) licorice
3987	אורה	[@N] 1) nightfall 1.1) לאורתא : tonight
3988	בועה	[@N] 1) abscess, boil
3989	קביעה	[@N] 1) fixing, setting up
3990	קביעו	[@N] 2.1) certainty 2.2) formal designation
3991	דיקלון	[@N] 1) (uncertain)
3992	גידוד	[@N] 1) (uncertain)
3993	חפושׁ#2	[@N] 1) (zool.) a type of unclean fish
3994	מרי בי	[@N] 1) householder
3995	אשׁפר	[@N] 1) tailor, weaver
3996	נגע#2	[@N] 1) depression, hollow
3997	נגע#3	[@V05] 1) to become leprous [@V02] 1) to make leprous
3998	אסקר	[@N] 1) locust
3999	בי נשׁ	[@N] 1) paternal home
4000	ניניא#2	[@N] 1) (bot.) Ammi copticum
4001	ביר	[@A] 1) uncultivated 2) (plants, land) barren
4002	נמימי	[@N] 1) (uncertain)
4003	ביס	[@N] 1) kneading-trough
4004	בר סמכא	[@N] 1) authority
4005	בין	[@p] 1) between 2) with two explicit end points 3) among 3.1) לביני : among (allative) 4) בינ ... בינ: whether ... or [@V10] 1) to pay attention, watch [@N] 1) tamarisk
4006	חוצף	[@N] 1) audacity
4007	ביב	[@N] 1) drainage conduit
4008	כרכ#2	[@N] 3) roll
4009	כרכ#3	[@N] 2.1) large mat (?)
4010	נסי#2	[@N] 1) Nasi
4011	בכלל	[@p] 1) included in the category of, as if
4012	אשׁפא	[@N] 1) (?)
4013	היכל	[@N] 2) temple
4014	קלופי	[@N] 1) strip
4015	בי דרי	[@N] 1) threshing floor
4016	היכא	[@X] 1) where 1.1) כל היכא : wherever
4017	מדבורא	[@N] 1) torch
4018	מציתה	[@N] 1) (uncertain)
4019	טורז	[@N] 1) silk (threat)
4020	היכר	[@N] 1) distinction
4021	תקוע	[@N] 1) support beam
4022	פרפלה	[@N] 1) peppercorn
4023	עירבון	[@N] 1) surety
4024	בהתה	[@N] 1) shame, disgrace 2) private parts
4025	עבר	[@V05] 2) to become pregnant 3) to be appeased [@N] 2) farther bank 2.1) see s.vv. <i>ˁbr nhr</i>, <i>ˁbr ym</i> 2.2) bank, riverside [@V01] 1) to cross over 1.1) (of inanimates) 1.2) to review, go over something 1.3) to pass by 2.1.1.1) מנ עלמא : to die 3) <i>ˁl</i>: to violate, transgress 6) to spend time [@V02] 1) to be pregnant 2) to remove 3) to declare intercalation
4026	כוחילנא	[@N] 1) (zool.) a type of bird
4027	חלישׁ	[@A] 1) weakened, powerless 3) dull-bladed
4028	קנדרוג#2	[@N] 1) frankincense
4029	בית ספר	[@N] 1) school
4030	צוצי#3	[@N] 1) crying, whining
4031	דייסקרין	[@N] 1) saucer
4032	גשׁשׁ	[@V01] 1) to feel touch [@V02] 1) to grope
4033	עבד	[@V04] 1) to be done 1.1) perf. דיאבא, דיעבד, דאיעבד: after the fact : see s.v. <i>dyˁbd</i> adv. 2) to become, turn into something else 4) to occur, to happen [@N] 1) servant [@V09] 1) <i>šˁbd</i>: see s.v. [@V01] 1) to make 1.2.1) to designate, make into 1.4) to provide, produce 1.4.1) to amount to, to be equal to 1.4.2) to work a field, plant 1.5) p.p. עביד w. inf. or relative clause : likely to, apt to 2) to do, perform, act in a certain manner 2.1) to pass (time) in a certain way 2.2) to work 2.2.1) to perform religious service 2.3) to fare, prosper 2.3.1) p.p. id. 4.4) w. reflexive pron. : to pretend, simulate 5.1) to determine the law [@V02] 1) to produce or work in large quantities
4034	עבי	[@A] 1) thick 1.2) (voice) deep
4035	סימה	[@N] 1) treasure
4036	נהם	[@V01] 1) to roar [@V02] 2) to moan (pl.)
4037	סמוק	[@A] 1) red
4038	נהי	[@I] 1) let it be : see s.v. <i>hwy</i> vb.
4039	תבירו	[@N] 1) breaking
4040	סימן	[@N] 1) sign 1.2) identifying mark 1.3) mnemonic 2) omen
4041	נהג	[@V01] 1) to follow a practice 2) +ב : to treat in a certain manner
4042	קרא#3	[@N] 1) Bible reader
4043	גינייה	[@N] 1) woman (Greek)
4044	שׁופין	[@N] 1) file (tool)
4045	יניכא	[@N] 1) a pest in flax
4046	צורי#2	[@N] 1) pl. palm bands
4047	נהר	[@V04] 1.1) to remember [@V01] 2.1) fig.: to understand, recall (see also s.v. <i>nhyr</i> adj.) [@V03] 1) to illuminate 1.1) to shine (=G!) [@N] 1) river 1.1) as a proper noun: the Euphrates
4048	נהק	[@V02] 1) to bray
4049	קרופי	[@N] 1) female peddler
4050	איטא	[@c] 1) and then, next, finally, therefore
4051	זמינו	[@N] 1.1) subpoena
4052	קטדיקי	[@N] 1) judgment, penalty
4053	חשׁילה	[@N] 1) brew made of peeled and pounded fruits
4054	תפתיח	[@N] 1) breaking ground
4055	אדרו	[@N] 1) glory
4056	אדרה	[@N] 1) a type of container
4057	פומבדיתי	[@A] 1) of Pumbeditha
4058	פרומי	[@N] 1) burglar
4059	אדרע	[@N] 1) arm
4060	חור#4	[@N] 1) hole 2) pl. : a fabric with holes or mesh (?)
4061	מטרוני	[@N] 1) matron
4062	שׁרקוקי	[@N] 1) whistle
4063	חור#3	[@V01] 1) to bore a hole
4064	גורמיד	[@N] 1) elbow, cubit
4065	נוס#2	[@V04] 1) to become sick(?)
4066	אפותיקי	[@N] 1) personal treasure box or room
4067	שׁושׁבין	[@N] 1) groomsman 2) best friend
4068	דינומיס	[@N] 1) two commandments
4069	אזל	[@V04] 1) to depart [@V01] 1) to go 1.1) literally: to go from one place to another 1.1.1) to move 1.3) +על : to attack 2) to go away 2.1) to disappear 2.1.1) depart (from life), especially with ethical dative. 2.1.2) to be destroyed 2.4) to be dropped as a subject of discussion 3) as co-verb : to go ahead and do something 3.1) to continue, go on and on doing something 4) to be going on, to be happening (colloquial only?) 4.1) (price) to be current, to go for 4.1.1) w. ב : to cost X 5) fig.: to proceed, to behave, to act in a certain way 5.2.1) to follow an opinion (cf. also s.v. <i>ˀzd</i>)
4070	שׁושׁיב	[@N] 1) (zool.) a species of locust
4071	חרבה	[@N] 1) ruin
4072	חיוה	[@N] 1) animal 1.1) spec. wild, carnivorous animal 1.1.1) + <i>br</i> #2 n.m., <i>$n</i> n.f. : see s.vv. <i>ḥywt br</i> n.f., <i>ḥywt šnˀ</i> n.f. 2) pl. zoomorphic angels bearing the divine throne
4073	סלת	[@V01] 1) to scrape off 2) (vinegar) cloudy (?), clear (?)
4074	חיוב	[@N] 1) judicial or ritual liability created by a violation, a found fault
4075	נחיר	[@N] 1) nostril
4076	חרבן	[@N] 1) destruction
4077	כומר	[@N] 1) pagan priest
4078	סלע	[@N] 1) sela (a coin) 2) round spot
4079	חיוי	[@A] 1) Hivvite [@N] 1) snake
4080	שׁדוכין	[@N] 1) betrothal negotiations
4081	גידודין	[@N] 1) embankment, elevated boundary
4082	על מגן	[@X] 1) for no reason
4083	גובי	[@A] 1) a gentilic
4084	גובה	[@N] 1) tube 3) duct
4085	שׁטי#2	[@A] 1) wild-growing
4086	משׁמשׁ	[@V09] 1) to feel, grope 2) to handle -> to prepare with the hands [@N] 1) attendant
4087	ארזפה#2	[@N] 1) (bot.) an herb toxic to cattle (= a type of poppy?)
4088	שׁופר	[@N] 1) shofar
4089	פחה#2	[@N] 1) curse
4090	פתגם	[@N] 1.2) pl. The Words = The Decalogue 2) thing, matter
4091	טכס	[@V02] 2) to assign, appoint
4092	רישׁ כיסא	[@N] 1) principal sum
4093	זהרור	[@N] 1) glare 2) reflection
4094	חדד	[@V02] 1) to sharpen 2) p.p. : fig. : quick-witted
4095	חזרה#2	[@N] 1) (bot.) a type of thorn
4096	הוי#2	[@V02] 1) to raise a question
4097	משׁכיל	[@N] 1) water basin
4098	קלמה	[@N] 1) vermin
4099	צלל	[@V01] 2) p.p : clear : see s.v. <i>clyl</i> adj. 3) to be clear
4100	מיאחא	[@N] 1) stiching
4101	סכל#2	[@V05] 1) (usually w. <i>b_</i>) to look at attentively
4102	זוז	[@V01] 1) to move (intr.) [@V03] 1) to move something [@N] 1) a weight (half shekel) 1.1) coin, drachma 1.1.1) pl. money
4103	זוח	[@V01] 2) to be lifted up 2.1) to be overbearing
4104	זוג	[@V02] 1) to yoke, to join 2) to join in wedlock
4105	זוד	[@N] 1) (usually pl.) : provisions, victuals 2) shrouds
4106	זון	[@V04] 1) to be nourished [@V01] 1) to provide food [@V02] 1) to support, to provide
4107	זול	[@N] 1) inexpensive price
4108	זוי	[@N] 1) corner 2) place
4109	מפלה	[@N] 1) collapse, fall
4110	זוע	[@V12] 1) to move oneself, tremble, shake [@V01] 1) to move 1.1) to shake, tremble
4111	באגנא	[@N] 1) (uncertain)
4112	ישׁיר	[@A] 1) upright, firm
4113	זור	[@V01] 1) to hold on tightly [@N] 1) handful
4114	שׁחפ#2	[@V02] 1) to dredge
4115	טולם	[@N] 1) loaf of bread
4116	דגר#2	[@V01] 1.1) to fall down, trip
4117	כיל	[@N] 1) curtain
4118	מאוחר	[@A] 1) delayed [Heb.]
4119	צורני	[@N] 1) heaps or groups (??)
4120	בוטנא	[@N] 1) pistachio
4121	סכר#3	[@V02] 1) to let blood (?)
4122	צמיר	[@A] 1) highly feverish
4123	אגור#3	[@N] 1) kiln-fired brick or tile
4124	כושׁרא	[@N] 1) attachment
4125	מנ גו	[@p] 1) from inside of 1.1) inside of 2) from among, out of 3) as a result of 4.1) since, inasmuch as 4.2) conj. : so that
4126	כיס	[@N] 1) sack, bag 2) money bag, purse
4127	מנ גב	[@p] 1) from (the vicinity or possession of)
4128	מרזפה	[@N] 1) hammer
4129	בית מיא	[@N] 2) watercourse
4130	פקטין	[@N] 1) froth
4131	שׁחיל	[@A] 1) porous
4132	דריגא	[@N] 1) a Persian official
4133	ננח	[@N] 1) mint
4134	שׁופרז	[@N] 1) drinking horn (?)
4135	מדר#3	[@N] 1) water course
4136	מדר#2	[@N] 2) clay
4137	שׁתיקו	[@N] 1) silence, keeping silent
4138	בתכיף	[@X] 1) suddenly
4139	ננע	[@N] 1) mint
4140	ננס	[@N] 1) dwarf
4141	שׁמד	[@V05] 2) to convert out [@N] 2) forcible conversion, religious persecution [@V02] 2) to convert someone from Judaism forcibly
4142	מקזז	[@N] 1) eunuch (?)
4143	מקזה	[@N] 1) (uncertain)
4144	שׁחיק	[@A] 1) crushed
4145	מקזן	[@N] 1) (uncertain)
4146	שׁחיר	[@A] 1) black
4147	גימטריא	[@N] 1) <i>gematria</i> 2) secret code
4148	נוחרה	[@N] 1) anger
4149	מייבאדג	[@N] 1) sweet wine
4150	שׁמט	[@V04] 3.2) to postpone 3.2.1) to put off payment to someone [@V01] 1.2) w. other objects 1.3) + גרמיה : to slip away 2) to snatch away, pluck out 2.1) to steal 2.2) to expropriate 3.1) to remit a debt 4) to be(come) detached 4.1) p.p. detached 4.1.1) of a body part: dislocated
4151	סלוקה	[@N] 1) a type of container
4152	עשׁין	[@A] 1) strong, hard
4153	מנ רחיק	[@X] 1) from afar
4154	הוהר	[@N] 1) (zool.) net to trap fish
4155	דתא	[@N] 1) grass, ground vegetation
4156	דפקוק	[@N] 1) word in a charm formula
4157	עשׁיק	[@A] 1.1) tight 3) expensive, rare
4158	ממזור	[@N] 1) twisted yarn, cord
4159	שׁישׁור	[@N] 1) rope of palm fiber
4160	רומן	[@N] 1) (bot.) pomegranate 3) w. <i> ˀpyn</i> : upper part of the cheek
4161	פנטסה	[@X] 1) in every way
4162	רומי	[@N] 1) Roman 2) Roman soldier
4163	שׁאול#2	[@N] 1) questioner
4164	בוצי	[@A] 2) linen maker [@N] 1) a type of boat used in the marshes of southern Babylonia
4165	ערב#4	[@V02] 1) to sift
4166	אורנסא	[@N] 1) distaff
4167	יאשׁ	[@V05] 1) to abandon hope of finding something/someone and asserting claim of ownership
4168	לרע מן	[@p] 1) below
4169	אוים	[@I] 1) ho!
4170	טלל#3	[@V05] 1) to sport with, play [@V02] 1) to sport with, play
4171	בי רב	[@N] 1) academy, school 1.1) בר בי רב : student in an academy
4172	קוזמוס	[@N] 1) world
4173	להונ_	[@p] 1) at the leisure of
4174	לאנ ל_	[@X] 1) why do ..
4175	משׁח#2	[@V01] 1) to measure
4176	גמיר	[@A] 1) perfect, complete, total
4177	חותל	[@N] 2) palm leaf wrapper for dates
4178	אוללא	[@N] 1) harvest, gleaning
4179	דמכו	[@N] 2) death
4180	האי	[@R] 1) this (m.) 1.1) האי מאי : what then? 2) this (f.)
4181	קדמני	[@A] 1) primitive
4182	גנגידין	[@N] 1) (bot.) pepperwort (?)
4183	מילני	[@A] 1) black
4184	אספליניא	[@N] 1) bandage with salve
4185	ילל#2	[@V02] 1) to lament, wail; i.e., to ululate
4186	ערבה#2	[@N] 1) guarantor (f.)
4187	בר טבין	[@N] 1) high society person
4188	מכו#2	[@N] 2) boat
4189	חפשׁישׁו	[@N] 1) sediment
4190	מקלקלה	[@N] 1) spoiled matter
4191	הילין	[@R] 1) which ones
4192	מנקטא	[@N] 1) מנקטא פארי holder (necklace?) of amber pieces
4193	תחלין	[@N] 1) (bot.) cress
4194	שׁמץ	[@N] 1) suspicion
4195	נוסח	[@N] 1) text, book 1.1) copy, exemplar
4196	הודרן	[@N] 1) circumference
4197	מיקפצ פומא	[@N] 1) (gram.) the vowel <i>qameṣ</i>
4198	טמירה	[@N] 1) hidden thing
4199	לדיד_	[@p] 1) self, to oneself, on one's part
4200	בריך	[@A] 1) blessed
4201	אליבא	[@p] 1) according to the opinion of
4202	בריו	[@N] 1) strength 2.1) obesity 3) willpower(?)
4203	חנק	[@V04] 1) to be strangled 1.1) to be hanged 1.1.1) to hang oneself, have oneself hanged 2) to be suffocated or drowned [@V01] 1) to strangle 1.1) w. inanimate subject: to choke [@V02] 1) to suffocate
4204	כדי#2	[@X] 1) merely 2) כדי נסבה : he says it only incidentally
4205	פשׁפשׁ	[@V09] 2) to investigate 3) to rub or scratch (?)
4206	חנף	[@V02] 1) to deceive 1.1) to show favoritism, favor
4207	זבזג	[@N] 1) (uncertain)
4208	זבזה	[@N] 1) (?)
4209	מטללה	[@N] 1) sukkah
4210	חנן	[@V05] 1) to supplicate, entreat [@A] 1) merciful, grantor of grace [@V02] 1) to show favor (?)
4211	בריר	[@A] 1) clear, pure 2) valid, truthful (i.e., without any uncertain elements) 3.1) set apart, distinct
4212	גלמודה	[@A] 1) menstruous woman
4213	חנו	[@N] 1) store, shop 1.1) tavern, inn 2) chamber, cell 3) pl. guild(?)
4214	בריק	[@N] 1) colored (?)
4215	חנג	[@N] 1) dance, circle dance 2) market, fair
4216	ספה	[@N] 1) lip 2) margin, edge 2.1) bank, shore
4217	ספג	[@V01] 1) to absorb
4218	גושׁ	[@V03] 1) (uncertain) [@N] 1) clod (of earth) 2) ground (as opposed to air)
4219	לילי	[@N] 1) night
4220	ספל	[@N] 1) bowl
4221	ספם	[@N] 1) upper lip
4222	ספט	[@N] 1) basket, woven chest 2) fig.: archive
4223	ספי	[@V01] 2) to pick up, snatch up [@N] 1) row of stones
4224	חומסין	[@N] 1) (??)
4225	חיפא	[@N] 1) protruding part of a loom, perhaps the beam
4226	שׁסי	[@V05] 1) to be incited (?) [@V02] 1) to incite
4227	אולומרמרין	[@A] 1) entirely of marble
4228	שׁבלולי	[@N] 1) fenugreek
4229	נפיל	[@N] 1) giant
4230	ביני	[@A] 1) middle position 1.1) intermediate row [@N] 1) (zool.) a small fish 2) a worm
4231	נפיח	[@A] 1) bloated
4232	רפישׁ	[@A] 1) low
4233	ביצוע	[@N] 1) piece, morsel
4234	יתר#2	[@N] 1.1) cord of bow 2.1) straight side of stomach
4235	חיבה	[@N] 1) love 1.1) +על : to be beloved by
4236	ספת	[@V01] 1) to serve food
4237	ספר	[@V05] 1) to be shaved, have a haircut [@N] 1) document 1.1) scroll 2) book 2.1) the Sifra midrash =ספרא דבי רב [@V02] 1) to shave, cut the hair
4238	זיונ#3	[@N] 1) decoration of letters with crownlets
4239	נידותא	[@N] 1) menstrual period
4240	זיונ#4	[@N] 1) provisions
4241	כושׁי	[@A] 1) Ethiopian, Cushite 2) negro
4242	פורען	[@N] 1.1) repayment meal
4243	זידן	[@A] 1) malicious
4244	לווי	[@N] 1) caravan
4245	בני	[@V01] 1) to build 1.1) to rebuild 2) fig. : to construct a logical argument [@N] 1) bathhouse, bath 2) bath attendant
4246	כושׁר	[@N] 3) propriety 4) vigor
4247	סגי נוהרא	[@N] 1) blind person
4248	אהלוי	[@N] 1) dealer in aloe
4249	אבדלה	[@N] 1) <i>havdalah</i> ceremony
4250	אונקייה	[@N] 1) small coin 2) ounce, small measure
4251	עמסוני	[@A] 1) Amsunite
4252	שׁהר	[@V01] 1) to be awake, alert
4253	חנכ#2	[@V05] 1) to be dedicated
4254	קולר	[@N] 1) collar: a prisoner's neck chain
4255	קופוץ	[@N] 1) a type of container (EchR 48:11 rdg??)
4256	סחפ#2	[@N] 1) overturned position 3) (?)
4257	יני	[@V03] 1) to vex, oppress 2) to deal fraudulently
4258	אניגרון	[@N] 1) word in a charm formula
4259	אנתין	[@R] 1) you (f pl)
4260	קטיספי	[@A] 1) from Ctesiphon
4261	ינק	[@V01] 1) to suck 1.1) of plants 2) to be rejuvenated [@V03] 1) to give suck, nurse [@N] 1) child
4262	מסי#2	[@N] 1) (?)
4263	בית שׁיח	[@N] 1) cavernous or ditch-filled area
4264	שׁהי	[@V02] 1) to cause something to be delayed
4265	קלישׁ	[@A] 1) thin 1.1) fig. (of liquid) free flowing 2) light 2.1) transparent
4266	אינוקרמיא	[@N] 1) wine jars
4267	צדרוי	[@N] 1) clothes merchant
4268	גדר	[@V01] 1) to fence in with rocks or brush 1.1) p.p. piled up 2) fig. (leg.) to enact a protective measure [@V02] 1) to remove such a fencing down to its foundation
4269	פפא#2	[@N] 1) daddy (or grampa)
4270	לעגל	[@X] 1) quickly
4271	תמותא	[@N] 1) <i>tam</i> status
4272	גדע	[@V02] 1) to hew off
4273	גדף	[@N] 1) wing 2) border 3) bird 4) feather [@V02] 1) to revile, to blaspheme 2) to denigrate, disparage
4274	מנ לעיל	[@X] 1) above 1.1) at the top 1.2) from the top, from above 2) (gram.) penultimate stress
4275	כבשׁ#3	[@N] 1) pressure
4276	כבשׁ#2	[@N] 1) a type of basket (?)
4277	מסכן	[@V12] 1) to become impoverished [@N] 1) poor man
4278	פקעה#2	[@N] 1) enforced idleness
4279	ביזא	[@N] 1) cleft, rift
4280	שׁימי	[@A] 1) bare (said of entranceways)
4281	מסכה	[@N] 2) tractate (of the Mishnah and its Talmud)
4282	גדל	[@V01] 1) to twist, to braid 1.1.1) p.p. : piled up, organized [@V02] 1) to plait
4283	גדם	[@N] 1) cut branch
4284	נזה#2	[@V06] 1) to be healed from demons [@V01] 2) (magic) to withdraw, remove oneself [@V03] 1) (magic) to drive away demons
4285	גדי	[@N] 1) (zool.) kid, goat
4286	ביוניא	[@N] 1) (zool.) an unclean bird
4287	דרד#2	[@V05] 1) to sink down
4288	גדד	[@V01] 2) to cut off, cut up [@N] 2) thread, webbing
4289	מריר	[@A] 1) bitter
4290	מסובי	[@N] 1) tavern girl
4291	אגף	[@N] 1) wing
4292	מריע	[@A] 1) sick
4293	אגר	[@V04] 1) to be hired, hire oneself out 2) to profit, benefit [@V06] 1) to be hired out [@V01] 1) to hire (something, s.o) [@V03] 1.1) to let [@N] 1) hire, wages 2) payment for deeds or actions 3) profit 4.1) אגר נטר לי: advance payment for goods 4.3) rent
4294	פלטנוס	[@N] 1) (bot.) plane tree
4295	ענבי תעלא	[@N] 1) (bot.) fox-grapes
4296	קירה	[@N] 1) lady, mistress
4297	מסובל	[@N] 1) carrying device
4298	פסקל	[@V09] 1) to make an agreement
4299	קירי	[@A] 1) dealer in wax or bitumen [@N] 1) dealer in wax and/or bitumen
4300	פסקי	[@N] 1) band (of fabric) 1.1) girdle (or the like)
4301	קפא	[@N] 1) pole
4302	קירס	[@N] 1) period or moment of time
4303	שׁבח#3	[@N] 1) singer of psalms
4304	קפד	[@V04] 2) to be angry [@V01] 2) to be angry [@V03] 1) to be particular
4305	אלבינה	[@N] 1) broom
4306	קפז	[@V01] 1) to jump
4307	יתב	[@V05] 1.1) to dwell 6) to be set at ease [@V06] 1) to become settled [@V01] 1) to sit 2) to dwell 2.1) in a place 2.2) in a dwelling 3) to settle down 5) to be situated, located 6) active ptcp. as a modal particle of extended state 6.1) w. קא : of extended and repeated action [@V03] 1) to make to sit 1.2) to make sit and learn, to teach 2.2) to appoint 2.3) to convene an academy [@V02] 4) to set at ease
4308	קפי	[@V04] 1) to float 2) to overflow [@V01] 2) to float [@V03] 1) to cause to float 1.1) to cause to hover 1.2) to make flooded 2) to skim off
4309	שׁקיטנאי	[@N] 1) (zool.) pl. type of bird
4310	קפל	[@V05] 2) to be peeled off [@V02] 1) to roll up 1.1) to roll s.t. away 2) to scrape off 2.1) to dig
4311	בית מעון	[@N] 1) the Temple
4312	אגד	[@V01] 1) to tie, to bind 2) fig.: p.p. [@N] 1) binding (?)
4313	אגם	[@N] 1) meadow, swamp 1.1) as part of geographical names
4314	אגל	[@N] 1) door, gate (?) ; see s.v. <i>gl</i> #5 n.m.
4315	אגן	[@N] 1) basin (?), jug, pitcher
4316	תסס	[@V01] 1) to bubble [> tzz]
4317	סוליס	[@N] 1) slippers
4318	רפי	[@A] 1) weak, loose 2.3) lacking a <i>dagesh</i> [@V01] 1) to be lax 1.1) to be loose [@V03] 1) to leave, to forsake, to abandon 3) to loosen, to weaken 3.3) to soften
4319	רפט	[@V05] 1) to fall apart
4320	סריח	[@A] 2.3) sinful
4321	פרווא	[@N] 1) (zool.) an unclean bird
4322	פריום	[@N] 1) curtained litter
4323	אבולי#2	[@N] 1) night watchman (?); ruffian of a city-quarter (?)
4324	בת צידעא	[@N] 1) curl or lock of hair at the temple
4325	רפק	[@V01] 1) to hoe [@N] 1) hoeing
4326	מרכבה	[@N] 1) chariot 3) saddle
4327	רפס	[@V01] 1) to trample [@V03] 1) to open the eyes wide [@V02] 1) to trample
4328	משׁאר#2	[@N] 1) garden bed
4329	גרזותא	[@N] 1) cistern 2) well
4330	שׁחוד	[@N] 1) bribe 1.1) transf.: judicial tendency
4331	ארזל	[@N] 1) cradle or hammock
4332	צלע	[@N] 1) leather worker
4333	אכסדרא	[@N] 1) exedra, arcade
4334	צורבא	[@N] 2) מרבנן : young student
4335	כיאור	[@N] 1) abomination(?), ugliness (?)
4336	ארמלה	[@N] 1) widow
4337	ארזג	[@N] 1) (uncertain)
4338	עגם	[@V01] 1) to grieve
4339	דחי	[@V04] 1.1) to be rejected 3) to be superseded [@V01] 1) to push away, to repel 3) to supersede, to suspend [@V02] 1) to push out 1.1) to reject 2) to delay (trans.)
4340	דחך	[@V01] 1) to laugh [@V02] 1) to make fun of
4341	דחל	[@V04] 1) to be afraid [@V01] 1) to fear 1.1) to worship, believe in a god [@V03] 1) to terrify
4342	חלבני	[@N] 1) galbanum: a bitter aromatic gum resin that resembles asafetida
4343	שׁגושׁ	[@N] 1) confusion, excitement, disturbance
4344	חלבנה	[@N] 1) galbanum
4345	אמהו#2	[@N] 1) service as a maid
4346	חמ#2	[@N] 2) radish
4347	תנחומין	[@N] 1) consolation, prayers of consolation
4348	חמי#2	[@V02] 1) to heat
4349	דחס	[@V01] 1) to trample, press on throughly with the foot [@N] 1) pressure (?)
4350	דחף	[@V01] 1) to push [@V02] 1) to push strongly or repeatedly
4351	עשׁיק#2	[@A] 1) expensive
4352	דחק	[@V04] 1) to be pushed out, to be pressed 1.1) to be pressed for funds 2) to press each other 3) to do out of necessity [@V01] 1) to push, to press, to expel 1.4) מילתא דחקה : something that causes shortage of funds 1.5) p.p. : constricted 2.1) w. <aram>)qym</i> : to force a meaning by necessity [@V02] 1) to press through
4353	שׁבלה	[@N] 1) ear of grain 2.2) שׁובלי תעלא
4354	כרושׁי	[@N] 1) a type of bread or cake
4355	עניבה	[@N] 1) knot, loop
4356	ליסטיו	[@N] 1) robbery
